% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=829786, Sun Mar 12 18:12:01 2023, <python>{}</python>
1 9 0.22304214040846104 1.0000416675347343 1203.7231551592479 1.2037231551592479e+03 1273.3005814009387 1582.1756017634493   
2 18 0.24020628416902765 1.2030262653477726 1018.5191360379133 1.0185191360379133e+03 1180.8001004254206 1397.850960656895   
3 27 0.2768012074910212 1.3937039942874512 727.1354979610916 7.2713549796109157e+02 1138.2300767584336 1497.993004690008   
4 36 0.3632587504564961 1.7687613141208216 516.4486851587237 5.1644868515872372e+02 812.2300234265416 1376.027148730671   
5 45 0.431017252390503 1.9449366464578168 361.93684471999126 3.6193684471999126e+02 608.6455228840663 834.0833392148396   
6 54 0.45756192771435744 2.0124867524216676 361.93684471999126 4.0461584920110738e+02 784.1726834093505 1137.6974545191927   
7 63 0.4758929556795218 2.088317879699666 361.93684471999126 4.4694697502769486e+02 828.9280905228435 1673.7285773779922   
8 72 0.5254649484556483 2.1924481330935 361.93684471999126 4.2063295700443717e+02 604.2814502517105 1054.182286748443   
9 81 0.6261244117894771 2.122932872612856 238.94285322016518 2.3894285322016518e+02 731.1207120312575 1139.7026005758528   
10 90 0.6764230690297461 1.9402231560118617 238.94285322016518 3.4168618608109057e+02 883.1437418224667 1322.5033925261423   
11 99 0.6807557792251555 2.0659716778842956 238.94285322016518 5.2236634808493977e+02 875.3729020778493 1469.0887651180467   
12 108 0.6491602688386718 2.278113913301363 238.94285322016518 3.0179980140589885e+02 785.6366676505601 1910.0981213214368   
13 117 0.5754101369842983 2.359623039091326 171.48298468604185 1.7148298468604185e+02 902.4228548281862 1669.7825004982706   
14 126 0.49896102133571674 2.5635848551190645 171.48298468604185 4.0136057288191989e+02 609.4151318736347 834.5667071752232   
15 135 0.48716476271888043 2.769893524221784 171.48298468604185 2.1221145731175062e+02 349.62647751261676 995.2811670620629   
16 144 0.46020209207285273 3.0581796530609964 171.48298468604185 3.2889210449684418e+02 655.842147865545 753.297250017013   
17 153 0.44659339746056226 3.0397154150854133 171.48298468604185 2.2561881733293185e+02 401.02735196645335 760.9457488690399   
18 162 0.42035252649251337 3.2694751900428325 171.48298468604185 3.0814114170499812e+02 428.3860799710876 677.8114511810734   
19 171 0.4267179547805117 3.5187288039705216 156.11557448698605 1.5611557448698605e+02 251.76498693798976 510.03400240631254   
20 180 0.37251003866019194 3.787548716101289 154.89194105186056 1.5489194105186056e+02 496.531144609061 611.0185729827175   
21 189 0.3799371542972651 3.950704031196774 136.4765868830222 1.3647658688302221e+02 321.95552979576894 403.00735333056855   
22 198 0.37018665022335584 4.2278741428221664 136.4765868830222 1.5042875080391516e+02 438.7049411258291 693.158551840131   
23 207 0.32142287264537905 4.644641851144715 136.4765868830222 2.1109241701179678e+02 256.4676875486034 407.8000920899727   
24 216 0.30975798197659615 4.828616493955598 87.63520102789029 8.7635201027890290e+01 166.80852718208837 298.3426775729876   
25 225 0.30153250866013703 5.06666084403948 57.56484315564625 5.7564843155646251e+01 120.70249239527672 585.8856127807271   
26 234 0.2607132146756454 5.179876286984546 57.56484315564625 8.8348748973421436e+01 256.32089812598014 322.72729818888587   
27 243 0.23310434305799158 5.1424015606486275 57.56484315564625 9.3384241226455117e+01 183.07313107543345 335.8073068685561   
28 252 0.21806825838765267 5.4261848497410465 47.47911151482546 4.7479111514825462e+01 231.48121084183046 353.20889921099683   
